longitude,latitude,land_use_Barren Land (Rock/Sand/Clay),land_use_Cultivated Crops,land_use_Deciduous Forest,land_use_Developed High Intensity,"land_use_Developed, Low Intensity","land_use_Developed, Medium Intensity","land_use_Developed, open space",land_use_Emergent Herbaceous Wetlands,land_use_Evergreen Forest,land_use_Grassland/Herbaceous,land_use_Mixed Forest,land_use_Open Water,land_use_Pasture/Hay,land_use_Shrub/Scrub,land_use_Unknown,land_use_Woody Wetlands
-95.30878,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.29283,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.27688,29.14386,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.26093,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.24498,29.14386,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.22903,29.14386,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.21308,29.14386,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.19713,29.14386,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.18118,29.14386,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.16523,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.14928,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.13333,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.11738,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.10143,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.08548,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.06953,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.05358,29.14386,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.03763,29.14386,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.02168,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.00573,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.98978,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.97383,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.95788,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.94193,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.92598,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.91003,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.89408,29.14386,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.87813,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.86218,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.84623,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.83028,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.81433,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.79838,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.78243,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.76648,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.75053,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.73458,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.71863,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.70268,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.68673,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.67078,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.65483,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.63888,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.62293,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.60698,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.59103,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.57508,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.55913,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.54318,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.52723,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.51128,29.14386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.09033,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.07438,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.05843,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.04248,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.02653,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.01058,29.15941,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-95.99463,29.15941,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-95.97868,29.15941,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.96273,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.94678,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.93083,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.91488,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.89893,29.15941,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-95.88298,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.86703,29.15941,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.85108,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.83513,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.81918,29.15941,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.80323,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.78728,29.15941,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-95.77133,29.15941,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.75538,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.73943,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.72348,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.70753,29.15941,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.69158,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.67563,29.15941,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.65968,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.64373,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.62778,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.61183,29.15941,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-95.59588,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.57993,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.56398,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.54803,29.15941,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-95.53208,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.51613,29.15941,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-95.50018,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.48423,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.46828,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.45233,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.43638,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.42043,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.40448,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.38853,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.37258,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.35663,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.34068,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.32473,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.30878,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.29283,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.27688,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.26093,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.24498,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.22903,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.21308,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.19713,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.18118,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.16523,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.14928,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.13333,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.11738,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.10143,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.08548,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.06953,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.05358,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.03763,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.02168,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.00573,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-94.98978,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.97383,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.95788,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.94193,29.15941,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-94.92598,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.91003,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.89408,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.87813,29.15941,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.86218,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.84623,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.83028,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.81433,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.79838,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.78243,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.76648,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.75053,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.73458,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.71863,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.70268,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.68673,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.67078,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.65483,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.63888,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.62293,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.60698,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.59103,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.57508,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.55913,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.54318,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.52723,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.51128,29.15941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.09033,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.07438,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.05843,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-96.04248,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-96.02653,29.17497,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-96.01058,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.99463,29.17497,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.97868,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.96273,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.94678,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.93083,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.91488,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.89893,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.88298,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.86703,29.17497,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.85108,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.83513,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.81918,29.17497,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.80323,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.78728,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.77133,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.75538,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.73943,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.72348,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.70753,29.17497,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.69158,29.17497,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.67563,29.17497,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.65968,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.64373,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.62778,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.61183,29.17497,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.59588,29.17497,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-95.57993,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.56398,29.17497,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-95.54803,29.17497,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-95.53208,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.51613,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.50018,29.17497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.48423,29.17497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.46828,29.17497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.45233,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.43638,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.42043,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.40448,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.38853,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.37258,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.35663,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.34068,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.32473,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.30878,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.29283,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.27688,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.26093,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.24498,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.22903,29.17497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.21308,29.17497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.19713,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.18118,29.17497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.16523,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.14928,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.13333,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.11738,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.10143,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.08548,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.06953,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.05358,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.03763,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.02168,29.17497,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-95.00573,29.17497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-94.98978,29.17497,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-94.97383,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.95788,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.94193,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.92598,29.17497,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-94.91003,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.89408,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.87813,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.86218,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.84623,29.17497,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-94.83028,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.81433,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.79838,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.78243,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.76648,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.75053,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.73458,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.71863,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.70268,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.68673,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.67078,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.65483,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.63888,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.62293,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.60698,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.59103,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.57508,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.55913,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.54318,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.52723,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-94.51128,29.17497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-96.09033,29.19052,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-96.07438,29.19052,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-96.05843,29.19052,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-96.04248,29.19052,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-96.02653,29.19052,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-96.01058,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.99463,29.19052,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.97868,29.19052,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.96273,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.94678,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.93083,29.19052,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.91488,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.89893,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.88298,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.86703,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.85108,29.19052,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-95.83513,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.81918,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.80323,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.78728,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.77133,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.75538,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.73943,29.19052,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-95.72348,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.70753,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.69158,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.67563,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.65968,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.64373,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.62778,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.61183,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.59588,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.57993,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.56398,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.54803,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.53208,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.51613,29.19052,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-95.50018,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-95.48423,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.46828,29.19052,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.45233,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.43638,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.42043,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.40448,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.38853,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.37258,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.35663,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.34068,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.32473,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.30878,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.29283,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.27688,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.26093,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.24498,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.22903,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.21308,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.19713,29.19052,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.18118,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.16523,29.19052,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-95.14928,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.13333,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.11738,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.10143,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.08548,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.06953,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.05358,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.03763,29.19052,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-95.02168,29.19052,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-95.00573,29.19052,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
